n_lcr_category,rna_class,observed,expected,log2_obs_exp,proportion_within_rna_class,analysis,p_value,present,feature_value,method,p_fdr
,pre-rRNA,1.0,1.2045454545454546,-0.268488835925902,0.0188679245283018,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,ribosomal protein,0.0,1.181818181818182,,0.0,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,snRNA,0.0,0.9318181818181818,,0.0,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,snoRNA,0.0,0.4545454545454545,,0.0,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,tRNA,1.0,1.9318181818181817,-0.9499593175004046,0.0117647058823529,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,unknown,7.0,5.7727272727272725,0.2781018539227355,0.0275590551181102,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,diverse,2.0,3.5,-0.8073549220576042,0.0909090909090909,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,mRNA,65.0,59.97727272727273,0.1160237963394833,0.1724137931034483,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,ncRNA,11.0,10.181818181818182,0.1115083152169903,0.171875,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,pre-rRNA,9.0,8.431818181818182,0.0940812434588062,0.1698113207547169,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,ribosomal protein,7.0,8.272727272727273,-0.2410080995037951,0.1346153846153846,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,snRNA,1.0,6.5227272727272725,-2.70547530803839,0.024390243902439,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,snoRNA,4.0,3.1818181818181817,0.3301486016923308,0.2,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,tRNA,14.0,13.522727272727272,0.0500406824995953,0.1647058823529411,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,unknown,41.0,40.40909090909091,0.0209440144256109,0.1614173228346456,signature_presence,0.4876568086885632,present,disorder_rich_spacer_region,AlcoR,0.6037655726620306
,diverse,5.0,4.840909090909091,0.0466500932988214,0.2272727272727272,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,mRNA,74.0,82.9555785123967,-0.1648137305909582,0.1962864721485411,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,ncRNA,18.0,14.082644628099173,0.3540786184910686,0.28125,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,pre-rRNA,12.0,11.662190082644628,0.0411956632067131,0.2264150943396226,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,ribosomal protein,5.0,11.442148760330578,-1.1943580062049737,0.0961538461538461,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,snRNA,7.0,9.021694214876034,-0.3660434655117234,0.1707317073170731,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,snoRNA,4.0,4.400826446280992,-0.1377744778386061,0.2,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,tRNA,15.0,18.70351239669421,-0.3183467234804271,0.1764705882352941,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,unknown,73.0,55.89049586776859,0.3852934891566077,0.2874015748031496,signature_presence,0.0486481027034842,present,cation_pi_rich_neighborhood,AlcoR,0.0972962054069684
,diverse,3.0,2.0,0.5849625007211562,0.1363636363636363,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,mRNA,32.0,34.27272727272727,-0.0989890946313669,0.0848806366047745,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,ncRNA,9.0,5.818181818181818,0.6293566200796096,0.140625,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,pre-rRNA,11.0,4.818181818181818,1.1909427827113952,0.2075471698113207,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,ribosomal protein,9.0,4.727272727272728,0.9289169019385174,0.173076923076923,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,snRNA,1.0,3.727272727272727,-1.8981203859807865,0.024390243902439,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,snoRNA,1.0,1.818181818181818,-0.862496476250065,0.05,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,tRNA,8.0,7.727272727272727,0.0500406824995953,0.0941176470588235,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,unknown,14.0,23.09090909090909,-0.7218981460772644,0.0551181102362204,signature_presence,0.0046451462063786,present,arginine_rich_rna_contact_region,AlcoR,0.0154669291466091
,diverse,0.0,3.022727272727273,,0.0,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,mRNA,50.0,51.79855371900826,-0.0509837217205345,0.1326259946949602,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,ncRNA,5.0,8.793388429752065,-0.8144911033392327,0.078125,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,pre-rRNA,10.0,7.282024793388429,0.4575884420975682,0.1886792452830188,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,ribosomal protein,3.0,7.144628099173554,-1.251896415646531,0.0576923076923076,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,snRNA,5.0,5.633264462809917,-0.1720431079573164,0.1219512195121951,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,snoRNA,7.0,2.7479338842975207,1.3490076289436466,0.35,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,tRNA,12.0,11.678719008264462,0.0391523663568594,0.1411764705882353,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,unknown,41.0,34.89876033057851,0.2324481196193226,0.1614173228346456,signature_presence,0.0184599849618582,present,acidic_region,AlcoR,0.0436326917280285
,diverse,4.0,2.0,1.0,0.1818181818181818,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,mRNA,28.0,34.27272727272727,-0.2916341725737629,0.0742705570291777,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,ncRNA,10.0,5.818181818181818,0.7813597135246596,0.15625,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,pre-rRNA,6.0,4.818181818181818,0.3164736647952542,0.1132075471698113,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,ribosomal protein,5.0,4.727272727272728,0.0809199953835674,0.0961538461538461,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,snRNA,2.0,3.727272727272727,-0.8981203859807864,0.048780487804878,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,snoRNA,1.0,1.818181818181818,-0.862496476250065,0.05,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,tRNA,14.0,7.727272727272727,0.8573956045571997,0.1647058823529411,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,unknown,18.0,23.09090909090909,-0.3593280666925561,0.0708661417322834,signature_presence,0.0548862605354168,present,hydrophobic_region,AlcoR,0.1019316267086312
,diverse,7.0,4.295454545454546,0.7045441164738286,0.3181818181818182,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,mRNA,65.0,73.60847107438016,-0.1794320871866877,0.1724137931034483,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,ncRNA,11.0,12.49586776859504,-0.1839475683091808,0.171875,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,pre-rRNA,12.0,10.348140495867767,0.2136628592114788,0.2264150943396226,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,ribosomal protein,7.0,10.152892561983473,-0.5364639830299661,0.1346153846153846,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,snRNA,6.0,8.005165289256198,-0.4159686908434055,0.1463414634146341,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,snoRNA,1.0,3.904958677685951,-1.9653072818338404,0.05,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,tRNA,17.0,16.59607438016529,0.0346927181661594,0.2,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,unknown,63.0,49.59297520661157,0.3452160497812725,0.2480314960629921,signature_presence,0.1132551503952774,present,unmapped_physicochemical_properties,AlcoR,0.1732137594280713
,diverse,1.0,1.431818181818182,-0.5178483048626193,0.0454545454545454,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,mRNA,16.0,24.53615702479339,-0.6168373994939864,0.0424403183023872,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,ncRNA,5.0,4.1652892561983474,0.2635114086620403,0.078125,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,pre-rRNA,4.0,3.449380165289256,0.2136628592114788,0.0754716981132075,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,ribosomal protein,6.0,3.384297520661157,0.8261060963547422,0.1153846153846153,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,snRNA,2.0,2.668388429752066,-0.4159686908434056,0.048780487804878,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,snoRNA,2.0,1.3016528925619837,0.6196552188873158,0.1,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,tRNA,5.0,5.5320247933884295,-0.1458795274756613,0.0588235294117647,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,unknown,22.0,16.53099173553719,0.4123302456398095,0.0866141732283464,signature_presence,0.4027647487314964,present,basic_enriched_region,AlcoR,0.5235941733509453
,diverse,0.0,0.9545454545454546,,0.0,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,mRNA,29.0,16.357438016528924,0.8261060963547422,0.0769230769230769,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,ncRNA,0.0,2.7768595041322315,,0.0,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,pre-rRNA,1.0,2.299586776859504,-1.2013746400673648,0.0188679245283018,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,ribosomal protein,2.0,2.256198347107438,-0.1738939036452578,0.0384615384615384,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,snRNA,0.0,1.7789256198347108,,0.0,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,snoRNA,0.0,0.8677685950413223,,0.0,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,tRNA,0.0,3.68801652892562,,0.0,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
,unknown,10.0,11.020661157024794,-0.1402107773889693,0.0393700787401574,signature_presence,0.005640512127713,present,rg_rgg_repeat_region,AlcoR,0.0162948128133933
