level,method,metric,rna_class,n,median,q1,q3,iqr,mean,sd,p_value,p_fdr
protein,SEG_intermediate,property_fraction__acidic_region,snoRNA,10,0.0481160726204779,0.0330899700264683,0.0604032523898472,0.0273132823633788,0.0702395792072396,0.061040254879402,0.0101458785230146,0.0246173603004174
protein,SEG_intermediate,property_fraction__acidic_region,tRNA,5,0.0467213114754098,0.0232240437158469,0.1328671328671328,0.1096430891512858,0.0826777239491265,0.0753678631065673,0.0101458785230146,0.0246173603004174
protein,SEG_intermediate,property_fraction__acidic_region,unknown,42,0.0258059110051519,0.0130706564328744,0.0401857585139318,0.0271151020810574,0.0353001099456205,0.033940096652779,0.0101458785230146,0.0246173603004174
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,diverse,3,0.023728813559322,0.0142363232881999,0.0402044877513209,0.025968164463121,0.0283842695065732,0.0262792792546009,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,mRNA,32,0.0257794761034501,0.0159715525554484,0.054574506638553,0.0386029540831046,0.0365394855878902,0.0308115447505996,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,ncRNA,9,0.0234146341463414,0.0192837465564738,0.034274193548387,0.0149904469919132,0.0278786339017206,0.0161835726153097,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,pre-rRNA,11,0.0257731958762886,0.0170464700625558,0.0711576054348036,0.0541111353722477,0.0507039731049646,0.0489286926149663,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,ribosomal protein,9,0.28,0.0936170212765957,0.3609022556390977,0.2672852343625019,0.3022670556481329,0.2882600350216565,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,snRNA,1,0.0146561443066516,0.0146561443066516,0.0146561443066516,0.0,0.0146561443066516,,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,snoRNA,1,0.0061041292639138,0.0061041292639138,0.0061041292639138,0.0,0.0061041292639138,,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,tRNA,8,0.0214577075098814,0.018102865965454,0.0332282592877486,0.0151253933222946,0.0360907920451606,0.036015951487245,0.0011672875847182,0.0057715886133292
protein,AlcoR,property_fraction__arginine_rich_rna_contact_region,unknown,14,0.0231421899831329,0.0114513593554816,0.0556645983706892,0.0442132390152076,0.0333078359873637,0.029664956904005,0.0011672875847182,0.0057715886133292
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,diverse,13,0.0323590814196242,0.013555787278415,0.0949720670391061,0.0814162797606911,0.0581170376691637,0.05266969149925,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,mRNA,190,0.0270400804520132,0.014756335282651,0.0604741019214703,0.0457177666388192,0.0518359571630827,0.0700608527989287,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,ncRNA,42,0.0253865979381443,0.0151835108843042,0.0606571038869897,0.0454735930026855,0.0456397734782776,0.047800913442383,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,pre-rRNA,54,0.0515024034219646,0.0237446197991391,0.0904886685552407,0.0667440487561016,0.0714986135267168,0.0695607577727816,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,ribosomal protein,56,0.129146588448914,0.0748409331919406,0.2689766589506173,0.1941357257586766,0.1943475537170736,0.1774919157055284,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,snRNA,30,0.01832942751925,0.0089901167786915,0.0393917400262221,0.0304016232475306,0.0331131089476593,0.0388830801651771,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,snoRNA,11,0.0440366972477064,0.0133830350161209,0.084633665327139,0.0712506303110181,0.064924963124879,0.0703459708387533,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,tRNA,40,0.02982655236401,0.0178091590643945,0.0618184796854521,0.0440093206210575,0.0585711206909365,0.0695449185958724,3.926642469519849e-16,1.308880823173283e-15
protein,FLPS,property_fraction__arginine_rich_rna_contact_region,unknown,140,0.0251682096919375,0.0120506157496328,0.0495140821317143,0.0374634663820815,0.0395997480655965,0.0470769445760714,3.926642469519849e-16,1.308880823173283e-15
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,diverse,5,0.0134680134680134,0.0105509964830011,0.0147058823529411,0.00415488586994,0.0118941725671486,0.0048382800685185,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,mRNA,178,0.0181451612903225,0.0094339622641509,0.0357124876653845,0.0262785254012336,0.0279785061006621,0.0273421613125471,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,ncRNA,20,0.0121022352850807,0.0052340810514214,0.0159298464092984,0.010695765357877,0.0130222830348291,0.0099435119172239,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,pre-rRNA,22,0.0105726954318503,0.0048272596765235,0.0169496419496419,0.0121223822731184,0.0140671876340831,0.0117245666626565,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,ribosomal protein,5,0.0206185567010309,0.0194552529182879,0.0217391304347826,0.0022838775164946,0.0248507025490487,0.0152016896208062,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,snRNA,24,0.0144045271371002,0.0079257246376811,0.037997653172408,0.0300719285347268,0.0275597487227402,0.0305937238381044,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,snoRNA,6,0.0067863314019088,0.0050183543158493,0.0094647318525616,0.0044463775367123,0.0074010614041683,0.0034659268104143,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,tRNA,13,0.0129032258064516,0.0088652482269503,0.0189504373177842,0.0100851890908339,0.0149688080379023,0.0087021957206323,2.0829501253074964e-07,6.403142977797118e-07
protein,LCRFinder,property_fraction__arginine_rich_rna_contact_region,unknown,77,0.0097751710654936,0.0052281368821292,0.0164609053497942,0.0112327684676649,0.0121073293707144,0.0097657962871974,2.0829501253074964e-07,6.403142977797118e-07
protein,AlcoR,property_fraction__aromatic_sticker_region,diverse,15,0.300383877159309,0.081404399323181,0.5799656533893753,0.4985612540661943,0.3551736455937856,0.3239841583152675,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,mRNA,245,0.1661237785016286,0.0686612139474817,0.43929173693086,0.3706305229833783,0.2878509112681912,0.2867361716686534,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,ncRNA,44,0.1122888095119109,0.0623185536609456,0.2118434628476692,0.1495249091867236,0.2143559550278362,0.255841594980264,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,pre-rRNA,26,0.2437631102212052,0.0403592862609256,0.4514901002300361,0.4111308139691105,0.342485911468097,0.3532130599106146,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,ribosomal protein,30,0.3236368994989684,0.134947356876508,0.71932260650481,0.5843752496283019,0.4227636839282293,0.3364714377170203,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,snRNA,27,0.1819066147859922,0.0633656592750493,0.4856016443478978,0.4222359850728485,0.3323665555226273,0.3593510079401784,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,snoRNA,14,0.2298071780306523,0.0292115096399677,0.2831349496129691,0.2539234399730014,0.2294401550472642,0.2646327230926037,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,tRNA,60,0.2437607563823007,0.0550904452690167,0.5210346185298482,0.4659441732608315,0.3368883841303846,0.3081926592048876,0.0280138050063791,0.0413882659830274
protein,AlcoR,property_fraction__aromatic_sticker_region,unknown,188,0.2665844298245614,0.0902054850642615,0.5373762237861524,0.4471707387218908,0.3542448852655203,0.3065294451223986,0.0280138050063791,0.0413882659830274
protein,FLPS,property_fraction__aromatic_sticker_region,diverse,16,0.0651875901875901,0.0300675817254478,0.1459327389921312,0.1158651572666834,0.1091726897428819,0.1160136175992677,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,mRNA,324,0.0667140151515151,0.0322451868086928,0.1263304229491176,0.0940852361404248,0.0981534611820474,0.0931884388397344,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,ncRNA,57,0.0492505353319057,0.0237892948173322,0.1124546553808948,0.0886653605635626,0.0703812155669799,0.0616448106288912,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,pre-rRNA,21,0.027065527065527,0.0204313280363223,0.0382585751978891,0.0178272471615668,0.0470636500915132,0.0597747829796507,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,ribosomal protein,22,0.1401848848180305,0.0881639483196983,0.2197769023675667,0.1316129540478683,0.1520025193965316,0.0712178869059014,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,snRNA,34,0.040267720136239,0.0195613318136954,0.0772727272727272,0.0577113954590318,0.0725688835978918,0.1006395943353614,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,snoRNA,10,0.0591314098495427,0.0265221463682088,0.1228777589134125,0.0963556125452037,0.0812267314643155,0.0715567513792449,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,tRNA,44,0.0465503485619367,0.0290032679738562,0.0618490478836663,0.03284577990981,0.0544211211477121,0.0398751720356874,6.807698248538758e-08,1.3615396497077513e-07
protein,FLPS,property_fraction__aromatic_sticker_region,unknown,201,0.0529363110008271,0.0244498777506112,0.1016949152542373,0.077245037503626,0.0779631727560977,0.0891482394710454,6.807698248538758e-08,1.3615396497077513e-07
protein,LCRFinder,property_fraction__aromatic_sticker_region,diverse,3,0.0067796610169491,0.005441413157947,0.0069921359839788,0.0015507228260318,0.0060291457556342,0.0016814268200775,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,mRNA,98,0.0138031550068587,0.0082731545162769,0.0271854183775891,0.0189122638613122,0.022237262442092,0.0278138149304424,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,ncRNA,10,0.0132073141964114,0.0047244094488188,0.0171860125001724,0.0124616030513535,0.0150716692893068,0.0136084099665853,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,ribosomal protein,1,0.0275229357798165,0.0275229357798165,0.0275229357798165,0.0,0.0275229357798165,,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,snRNA,5,0.0248226950354609,0.0193965517241379,0.0257847533632287,0.0063882016390907,0.021063578115381,0.0083354170875001,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,snoRNA,2,0.0315439468931059,0.0220350214632544,0.0410528723229574,0.019017850859703,0.0315439468931059,0.0268953026129808,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,tRNA,2,0.0422986859363809,0.0373156247233867,0.0472817471493751,0.0099661224259883,0.0422986859363809,0.0140942254991033,0.0364636276467682,0.0426264942912924
protein,LCRFinder,property_fraction__aromatic_sticker_region,unknown,36,0.0099109833778118,0.0059540193559787,0.0166627124554793,0.0107086930995006,0.0156834998954332,0.0160438293612396,0.0364636276467682,0.0426264942912924
protein,CAST,property_fraction__basic_enriched_region,diverse,2,0.2530988808613118,0.2323186711998866,0.2738790905227369,0.0415604193228502,0.2530988808613118,0.0587753086642876,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,mRNA,18,0.0756371026819575,0.0575505328861623,0.20758368080352,0.1500331479173576,0.1390591129291669,0.121447679493797,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,ncRNA,10,0.0705532354600534,0.0388266391084254,0.1767202486056768,0.1378936094972514,0.1444088703274765,0.1723795916664835,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,pre-rRNA,30,0.2103640775891053,0.133647682627832,0.2877674120649002,0.1541197294370681,0.2481360175006171,0.194214139336567,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,ribosomal protein,16,0.2815705128205128,0.2409883145177263,0.4380683008589985,0.1970799863412722,0.371550124657635,0.2389286668057935,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,snRNA,9,0.1022222222222222,0.0418679549114331,0.1730279898218829,0.1311600349104497,0.132470938299215,0.1072593229007872,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,snoRNA,11,0.2412451361867704,0.0272172732655435,0.3081250922587039,0.2809078189931604,0.2510998210109107,0.2797605050827468,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,tRNA,3,0.0690335305719921,0.0523173981973884,0.0841962524654832,0.0318788542680947,0.0679979235845837,0.0318914676805678,0.0021028644433326,0.0066980126713557
protein,CAST,property_fraction__basic_enriched_region,unknown,23,0.0743134087237479,0.0437540674170617,0.1585338097581127,0.1147797423410509,0.1459193684200886,0.1632872052567179,0.0021028644433326,0.0066980126713557
protein,FLPS,property_fraction__basic_enriched_region,diverse,12,0.0323543674607504,0.0190274040536693,0.0705980854756481,0.0515706814219787,0.0594855989389013,0.0726481501936241,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,mRNA,156,0.030917268956874,0.0171421098286947,0.0616271905805038,0.044485080751809,0.0493890459655161,0.0575955415614573,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,ncRNA,39,0.0251168224299065,0.01298040699716,0.0516034541788716,0.0386230471817116,0.0382461607414239,0.0376112492086646,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,pre-rRNA,55,0.0542082738944365,0.0352268029480106,0.0965727529846422,0.0613459500366315,0.0745884265721489,0.0675594821310425,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,ribosomal protein,34,0.1443567961165048,0.0846364581666933,0.2017227564102564,0.117086298243563,0.1608833001555363,0.1166287770594123,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,snRNA,30,0.0293674084943343,0.0158694529322887,0.058088525949422,0.0422190730171332,0.0417633140436442,0.0350931714610605,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,snoRNA,22,0.0845134286710847,0.0365574888214712,0.1382047345703733,0.1016472457489021,0.0984213200052094,0.0701671460271343,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,tRNA,31,0.0222222222222222,0.0143258388759674,0.0563538689531068,0.0420280300771393,0.0372373715985478,0.0348077018197099,2.8798276412527164e-14,7.19956910313179e-14
protein,FLPS,property_fraction__basic_enriched_region,unknown,129,0.0263522884882108,0.0133037694013303,0.0560043080236941,0.0427005386223637,0.0459192171721605,0.0558873452959157,2.8798276412527164e-14,7.19956910313179e-14
protein,LCRFinder,property_fraction__basic_enriched_region,diverse,4,0.0046129351974863,0.0041742768759211,0.0066368816368816,0.0024626047609605,0.0061982233153164,0.0034897851119169,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,mRNA,112,0.0104893059288482,0.0054311005066572,0.0164864034662269,0.0110553029595696,0.014512880616684,0.0140411470509194,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,ncRNA,17,0.0097560975609756,0.0070866141732283,0.0139275766016713,0.0068409624284429,0.0117732971530467,0.0080605769052549,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,pre-rRNA,35,0.0131926121372031,0.0083644538103741,0.019806338028169,0.0114418842177949,0.0170641521290256,0.0134517338233361,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,ribosomal protein,9,0.064516129032258,0.041860465116279,0.1025641025641025,0.0607036374478234,0.0685004797712681,0.0342536998217662,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,snRNA,20,0.0104560984605827,0.0059170495111566,0.0176476444346797,0.0117305949235231,0.0183016265753018,0.0206491210627211,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,snoRNA,15,0.0237154150197628,0.0082157693848716,0.036682562567003,0.0284667931821313,0.0251614723116861,0.0185410785946914,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,tRNA,14,0.0084010782736331,0.0055053423758843,0.0215469099032017,0.0160415675273174,0.0175906241559769,0.019054957576028,3.553415583818272e-06,8.192597040469905e-06
protein,LCRFinder,property_fraction__basic_enriched_region,unknown,81,0.0084104289318755,0.0052830188679245,0.0142942227516378,0.0090112038837133,0.0125692724334856,0.0146006188765053,3.553415583818272e-06,8.192597040469905e-06
protein,SEG_intermediate,property_fraction__basic_enriched_region,mRNA,23,0.0355029585798816,0.0166848130169819,0.0497219698166877,0.0330371567997057,0.0384719500308952,0.0235783511169272,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,ncRNA,4,0.0198317512163587,0.0150061881188118,0.0246265930676191,0.0096204049488072,0.0198010299700722,0.0097901419347109,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,pre-rRNA,5,0.0281862745098039,0.023521505376344,0.0306406685236768,0.0071191631473327,0.0278229235128107,0.0108883119153013,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,ribosomal protein,4,0.1344233723265981,0.0824822518370905,0.2054230769230769,0.1229408250859863,0.1534819564335693,0.0884717325908343,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,snRNA,5,0.0436941410129096,0.0261627906976744,0.135678391959799,0.1095156012621245,0.0823986467469881,0.0765525681430606,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,snoRNA,3,0.0415879017013232,0.0340495181889437,0.0441402543526071,0.0100907361636634,0.0382638811272594,0.0104933212524569,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,tRNA,5,0.0195578231292517,0.0145502645502645,0.0245901639344262,0.0100398993841616,0.0299593172537956,0.0265950608660373,0.0124685331391724,0.0246173603004174
protein,SEG_intermediate,property_fraction__basic_enriched_region,unknown,16,0.0174879953436484,0.0130161857836085,0.0340511212867256,0.021034935503117,0.0269507961931646,0.0215231420840926,0.0124685331391724,0.0246173603004174
protein,AlcoR,property_fraction__disorder_rich_spacer_region,diverse,2,0.0613410945614335,0.0398230896535981,0.0828590994692689,0.0430360098156708,0.0613410945614335,0.0608621087517433,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,mRNA,65,0.0351351351351351,0.0226415094339622,0.0567901234567901,0.0341486140228278,0.0521647069460226,0.0560160857920925,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,ncRNA,11,0.0413223140495867,0.0247779091806829,0.0639400921658986,0.0391621829852156,0.0527896818482787,0.0480176096141104,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,pre-rRNA,9,0.0282258064516129,0.0189003436426116,0.0461538461538461,0.0272535025112344,0.0359896170736846,0.0207776149213151,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,ribosomal protein,7,0.0909090909090909,0.0681862063639172,0.128,0.0598137936360828,0.10591674147772,0.0530985213843045,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,snRNA,1,0.014720314033366,0.014720314033366,0.014720314033366,0.0,0.014720314033366,,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,snoRNA,4,0.0691448382126348,0.0489009929624987,0.0805084745762712,0.0316074816137724,0.0602646293261351,0.0331087496118903,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,tRNA,14,0.0359905956969846,0.0259668133747731,0.0632598714974554,0.0372930581226823,0.068930458181465,0.0855024626620775,0.0288322751791876,0.0413882659830274
protein,AlcoR,property_fraction__disorder_rich_spacer_region,unknown,41,0.0280898876404494,0.0141612200435729,0.0426997245179063,0.0285385044743333,0.0405500080593703,0.0469579200926343,0.0288322751791876,0.0413882659830274
protein,CAST,property_fraction__disorder_rich_spacer_region,diverse,2,0.0090961114312396,0.0089548353766367,0.0092373874858425,0.0002825521092057,0.0090961114312396,0.0003995890249159,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,mRNA,128,0.0610060415024954,0.0372745259686727,0.1171817765567765,0.0799072505881038,0.0885833667721987,0.0811580697150913,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,ncRNA,15,0.0615711252653927,0.0320011511981235,0.0809465249127261,0.0489453737146025,0.0671989415418004,0.0514931972220764,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,pre-rRNA,4,0.0499664823194234,0.0301934287228404,0.1052175022324276,0.0750240735095871,0.0854444486358446,0.1006762696068692,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,ribosomal protein,5,0.1230283911671924,0.0689655172413793,0.3130434782608696,0.2440779610194902,0.1822388576715248,0.1491572215669545,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,snRNA,13,0.1551071878940731,0.0899122807017543,0.2375886524822695,0.1476763717805151,0.2073412550835146,0.1995356565533271,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,snoRNA,4,0.0990407673860911,0.0576363455475895,0.1637651821862348,0.1061288366386452,0.1223607603477332,0.0973913180558807,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,tRNA,13,0.0818553888130968,0.0648464163822525,0.1907514450867052,0.1259050287044526,0.12147283136192,0.0823955861981696,0.0028988395153241,0.0069250055088299
protein,CAST,property_fraction__disorder_rich_spacer_region,unknown,55,0.0562851782363977,0.0308203450302901,0.0841842752670778,0.0533639302367876,0.0726734819822252,0.0646499850144158,0.0028988395153241,0.0069250055088299
protein,FLPS,property_fraction__disorder_rich_spacer_region,diverse,21,0.0304568527918781,0.020434227330779,0.069090909090909,0.04865668176013,0.0573327781647473,0.0575793975073047,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,mRNA,404,0.052236604948386,0.0237942628878138,0.090944769516198,0.0671505066283842,0.0694381186136565,0.0613715419309699,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,ncRNA,60,0.0494464884708787,0.0162554467772055,0.0932563752622134,0.0770009284850078,0.0628140006036022,0.0636230500443201,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,pre-rRNA,42,0.0313544466518639,0.0203595042309674,0.0635928383532217,0.0432333341222542,0.0527196658278817,0.0544337861153872,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,ribosomal protein,19,0.0670103092783505,0.0476614888379594,0.0958949120859863,0.0482334232480269,0.0816998150865812,0.0653941076711801,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,snRNA,45,0.057286432160804,0.0336134453781512,0.1052631578947368,0.0716497125165855,0.0963811136081949,0.1234190974763988,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,snoRNA,13,0.0221932114882506,0.0117845117845117,0.096,0.0842154882154882,0.0655765508620263,0.0801130088014038,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,tRNA,53,0.0321406913280776,0.0142857142857142,0.0817610062893081,0.0674752920035938,0.0598585348327511,0.067401905557344,0.0092373763449683,0.0092373763449683
protein,FLPS,property_fraction__disorder_rich_spacer_region,unknown,192,0.0433168023384292,0.0183210984594775,0.0773522768737615,0.059031178414284,0.0615549428889877,0.0617975882447288,0.0092373763449683,0.0092373763449683
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,diverse,12,0.0145614050723539,0.0099468079460357,0.0488701113701113,0.0389233034240756,0.0319112031819762,0.0311078406812512,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,mRNA,354,0.0251782884310618,0.0134438738608418,0.0520109618650609,0.0385670880042191,0.0374111162132389,0.0349399709629543,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,ncRNA,46,0.0114240635773973,0.0055333232379084,0.0275099345488546,0.0219766113109461,0.0257221163113977,0.0358427792872481,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,pre-rRNA,25,0.0110294117647058,0.0062402496099844,0.018018018018018,0.0117777684080336,0.0165597044330324,0.0151295266590676,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,ribosomal protein,10,0.030257446168393,0.0204067704067704,0.0529078517060747,0.0325010812993043,0.039696454427505,0.0245925790617452,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,snRNA,33,0.02625,0.011441647597254,0.0647639956092206,0.0533223480119666,0.0454399855907709,0.0501753704103183,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,snoRNA,10,0.0204726609220991,0.0142438843587842,0.126368112262403,0.1121242279036187,0.0614225786061457,0.0621633778955589,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,tRNA,22,0.0144083789394225,0.0101679203481121,0.0177184267549777,0.0075505064068655,0.0223766468753498,0.0219153133704093,1.0301158911473422e-08,4.7499788314016336e-08
protein,LCRFinder,property_fraction__disorder_rich_spacer_region,unknown,147,0.0142964635063957,0.007655074343488,0.0263616303911467,0.0187065560476587,0.0235999912036601,0.0260540719666784,1.0301158911473422e-08,4.7499788314016336e-08
protein,SEG,property_fraction__disorder_rich_spacer_region,diverse,2,0.037618835412953,0.0270164884135472,0.0482211824123588,0.0212046939988116,0.037618835412953,0.0299879658390908,0.0046702380051466,0.0172215026439782
protein,SEG,property_fraction__disorder_rich_spacer_region,mRNA,82,0.0366281425996059,0.023212585415033,0.0493428140486964,0.0261302286336633,0.0422193907055,0.0282464440653132,0.0046702380051466,0.0172215026439782
protein,SEG,property_fraction__disorder_rich_spacer_region,ncRNA,6,0.0548813525587155,0.0290314175104228,0.0759262917756518,0.0468948742652289,0.0813186895926898,0.085657965423666,0.0046702380051466,0.0172215026439782
